gene_id	transcript_id	gene_name	chrom	strand	spans
AT1G69460	AT1G69460.1	AT1G69460	AT1G69460.1	AT1G69460	1	-	26112948-26113256,26112660-26112869,26112271-26112347,26111688-26112198
AT1G04310	AT1G04310.1	AT1G04310	AT1G04310.1	ERS2	1	-	1157546-1157813,1155350-1157139,1154764-1155277
AT1G08080	AT1G08080.1	AT1G08080	AT1G08080.1	ACA7	1	-	2518444-2518611,2518154-2518371,2517826-2517932,2517628-2517730,2517351-2517518,2517214-2517267,2516991-2517096
AT1G75550	AT1G75550.2	AT1G75550	AT1G75550.2	AT1G75550	1	-	28369490-28370061,28368447-28368794
AT1G71890	AT1G71890.1	AT1G71890	AT1G71890.1	SUC5	1	+	27058381-27059748,27059837-27059900,27060356-27060786
AT1G05430	AT1G05430.1	AT1G05430	AT1G05430.1	AT1G05430	1	-	1595675-1595923,1595321-1595426,1595133-1595186,1594923-1595043,1594540-1594807,1594053-1594430
AT1G80870	AT1G80870.1	AT1G80870	AT1G80870.1	AT1G80870	1	+	30391899-30394398
AT1G75310	AT1G75310.2	AT1G75310	AT1G75310.2	AUL1	1	+	28260831-28261368,28261588-28265089,28265178-28265229,28265307-28265374,28265470-28265535,28265635-28265724,28265814-28265990,28266089-28266323
AT1G02010	AT1G02010.4	AT1G02010	AT1G02010.4	SEC1A	1	+	347824-348127,348212-348267,348373-348454,348562-348640,348735-348785,348880-349099,349238-349366,349550-349720,349803-349886,350049-350147,350226-350296,350474-350570,350658-350783,350871-350966,351044-351160,351252-351329,351412-351632,351729-351819,351912-352001,352126-352503
AT1G47900	AT1G47900.1	AT1G47900	AT1G47900.1	AT1G47900	1	-	17651402-17651791,17650937-17651041,17650511-17650856,17648158-17650420,17648017-17648077,17647144-17647735
AT1G14315	AT1G14315.2	AT1G14315	AT1G14315.2	AT1G14315	1	-	4887539-4887933,4886861-4887377
AT1G26760	AT1G26760.1	AT1G26760	AT1G26760.1	SDG35	1	-	9248152-9249943
AT1G05250	AT1G05250.1	AT1G05250	AT1G05250.1	AT1G05250	1	-	1526957-1527360,1526682-1526867,1526423-1526588,1525601-1526336
AT1G67260	AT1G67260.1	AT1G67260	AT1G67260.1	TCP1	1	-	25168228-25169307
AT1G24575	AT1G24575.1	AT1G24575	AT1G24575.1	AT1G24575	1	-	8710847-8711578
AT1G12790	AT1G12790.1	AT1G12790	AT1G12790.1	AT1G12790	1	-	4361153-4361371,4360735-4360862,4360558-4360646,4360380-4360475,4360195-4360289,4360067-4360107,4359898-4359981,4359580-4359746,4358895-4359502
AT1G04850	AT1G04850.1	AT1G04850	AT1G04850.1	AT1G04850	1	-	1368539-1368940,1367790-1367934,1367613-1367708,1367147-1367223,1366807-1366886,1366601-1366661,1366391-1366458,1366218-1366299,1366039-1366128,1365873-1365950,1365612-1365731,1365118-1365487
AT1G31760	AT1G31760.1	AT1G31760	AT1G31760.1	AT1G31760	1	-	11373202-11374301,11372394-11372727
AT1G33250	AT1G33250.1	AT1G33250	AT1G33250.1	AT1G33250	1	-	12058366-12059792,12057734-12058285,12057198-12057637
AT1G74000	AT1G74000.1	AT1G74000	AT1G74000.1	SS3	1	-	27831160-27831536,27830087-27830356,27829051-27829743
AT1G55580	AT1G55580.1	AT1G55580	AT1G55580.1	LAS	1	+	20763844-20765823
AT1G53903	AT1G53903.1	AT1G53903	AT1G53903.1	AT1G53903	1	+	20132071-20132550,20132650-20133045
AT1G19715	AT1G19715.3	AT1G19715	AT1G19715.3	AT1G19715	1	-	6819412-6819513,6819110-6819313,6818582-6819028,6818250-6818483,6817795-6818169,6817324-6817548,6816896-6817233
AT1G69430	AT1G69430.1	AT1G69430	AT1G69430.1	AT1G69430	1	+	26097729-26099388
AT1G53340	AT1G53340.2	AT1G53340	AT1G53340.2	AT1G53340	1	-	19898849-19901091
AT1G29890	AT1G29890.2	AT1G29890	AT1G29890.2	RWA4	1	+	10463403-10463579,10464111-10464202,10464320-10464457,10464544-10464600,10464676-10464748,10464932-10465090,10465263-10465785,10465932-10466047,10466127-10466213,10466307-10466395,10466501-10466563,10466647-10466703,10466821-10466917,10466998-10467170
AT1G80290	AT1G80290.2	AT1G80290	AT1G80290.2	AT1G80290	1	+	30188364-30188437,30188579-30189574
AT1G56540	AT1G56540.1	AT1G56540	AT1G56540.1	AT1G56540	1	+	21181585-21182139,21182265-21183360,21183454-21183750,21183885-21185495
AT1G48650	AT1G48650.2	AT1G48650	AT1G48650.2	AT1G48650	1	-	17994792-17995326,17994554-17994708,17994375-17994462,17993964-17994194,17993771-17993866,17993490-17993678,17993154-17993313,17992937-17993067,17992654-17992824,17992289-17992561,17991966-17992160,17991664-17991867,17991504-17991573,17991270-17991418,17990833-17991138,17990678-17990737,17990436-17990588,17990229-17990339,17989708-17990143,17989398-17989581
AT1G22670	AT1G22670.1	AT1G22670	AT1G22670.1	AT1G22670	1	-	8023387-8023516,8022936-8023163,8022447-8022845,8021835-8022365
AT1G07030	AT1G07030.1	AT1G07030	AT1G07030.1	AT1G07030	1	-	2159751-2160818,2158413-2158837
AT1G69860	AT1G69860.1	AT1G69860	AT1G69860.1	AT1G69860	1	+	26309628-26309715,26309835-26310052,26310399-26310958,26311373-26312174
AT1G10120	AT1G10120.1	AT1G10120	AT1G10120.1	AT1G10120	1	-	3305511-3306956,3305219-3305410,3305051-3305116,3304897-3304965,3304727-3304798,3304515-3304634,3304341-3304425,3304039-3304250
AT1G43650	AT1G43650.1	AT1G43650	AT1G43650.1	UMAMIT22	1	-	16446639-16446885,16446504-16446566,16446303-16446419,16445445-16445676,16444355-16444513,16444120-16444271,16443582-16443993
AT1G09960	AT1G09960.1	AT1G09960	AT1G09960.1	SUT4	1	+	3243986-3244795,3245159-3245886,3246023-3246086,3246215-3246258,3246560-3246741,3246828-3247216
AT1G51990	AT1G51990.1	AT1G51990	AT1G51990.1	AT1G51990	1	+	19330949-19331358,19331461-19331774,19332064-19332128,19332365-19332667
AT1G53625	AT1G53625.1	AT1G53625	AT1G53625.1	AT1G53625	1	-	20014379-20015038
AT1G63360	AT1G63360.1	AT1G63360	AT1G63360.1	AT1G63360	1	-	23498484-23502321
AT1G33330	AT1G33330.2	AT1G33330	AT1G33330.2	AT1G33330	1	+	12084951-12085439,12085521-12085648,12085727-12085797,12085872-12085953,12086218-12086584,12086865-12086883
AT1G74929	AT1G74929.1	AT1G74929	AT1G74929.1	AT1G74929	1	-	28143997-28144098
AT1G63430	AT1G63430.2	AT1G63430	AT1G63430.2	AT1G63430	1	+	23522497-23522977,23523317-23523455,23523592-23523663,23523749-23523892,23523992-23524132,23524230-23524346,23524427-23524491,23524574-23524831,23524923-23525128,23525237-23525369,23525460-23525617,23525718-23525933,23526116-23526832
AT1G80720	AT1G80720.2	AT1G80720	AT1G80720.2	AT1G80720	1	+	30336097-30336375,30336769-30337091,30337185-30337716
AT1G69770	AT1G69770.1	AT1G69770	AT1G69770.1	CMT3	1	-	26253304-26253687,26253137-26253174,26252917-26253019,26252295-26252402,26252089-26252208,26251886-26251985,26251566-26251774,26251410-26251475,26251076-26251333,26250925-26250983,26250776-26250842,26250214-26250543,26250068-26250136,26249912-26249998,26249736-26249823,26249513-26249628,26249302-26249406,26249179-26249222,26249013-26249082,26248756-26248859,26248118-26248658
AT1G08460	AT1G08460.1	AT1G08460	AT1G08460.1	HDA08	1	+	2672198-2672770,2672921-2673507,2674167-2674721
AT1G78710	AT1G78710.1	AT1G78710	AT1G78710.1	TBL42	1	+	29602692-29602979,29603474-29603645,29603726-29603904,29604010-29604168,29604260-29604610
AT1G08610	AT1G08610.1	AT1G08610	AT1G08610.1	AT1G08610	1	-	2735716-2735819,2733596-2735634
AT1G17540	AT1G17540.1	AT1G17540	AT1G17540.1	AT1G17540	1	-	6032485-6032860,6032315-6032412,6032094-6032215,6031753-6032004,6031479-6031662,6031341-6031397,6031159-6031236,6030654-6031061,6030212-6030575,6029714-6030123,6029138-6029607
AT1G27380	AT1G27380.4	AT1G27380	AT1G27380.4	RIC2	1	-	9509972-9510269,9509797-9509877,9509538-9509675,9508680-9509069
AT1G58643	AT1G58643.1	AT1G58643	AT1G58643.1	AT1G58643	1	+	21767342-21767551,21767680-21767886,21768008-21768155,21768314-21768357,21768449-21768559,21768633-21769241,21769325-21769564
AT1G48953	AT1G48953.1	AT1G48953	AT1G48953.1	AT1G48953	1	-	18110814-18111463
AT1G51440	AT1G51440.1	AT1G51440	AT1G51440.1	AT1G51440	1	+	19070798-19072753
AT1G18871	AT1G18871.1	AT1G18871	AT1G18871.1	AT1G18871	1	-	6519309-6519485
AT1G25210	AT1G25210.2	AT1G25210	AT1G25210.2	LpxC5	1	+	8833245-8833346,8833448-8833756,8833944-8834150,8834240-8834341,8834436-8834500,8834567-8834711,8834821-8835235
AT1G21610	AT1G21610.3	AT1G21610	AT1G21610.3	AT1G21610	1	+	7573944-7574343,7574956-7575042,7575193-7575285,7575359-7575435,7575831-7575957,7576039-7576380,7576585-7576666,7576752-7576864,7576949-7577035,7577221-7577346,7577628-7577756,7577849-7577896,7578052-7578165,7578251-7578956
AT1G79710	AT1G79710.1	AT1G79710	AT1G79710.1	AT1G79710	1	+	29994962-29995512,29995591-29995850,29995939-29996034,29996109-29996279,29996398-29997173
AT1G80840	AT1G80840.1	AT1G80840	AT1G80840.1	WRKY40	1	+	30383561-30383920,30384331-30384672,30384768-30384884,30384994-30385499
AT1G71300	AT1G71300.1	AT1G71300	AT1G71300.1	AT1G71300	1	+	26874064-26874149,26874230-26874347,26874469-26874582,26874694-26874795,26874872-26874955,26875066-26875146,26875238-26875381,26875503-26875594,26875664-26875745,26875887-26876069,26876241-26876356,26876445-26876503,26876653-26876753,26876842-26876892,26877075-26877254,26877348-26877482,26877654-26877728,26877879-26878319
AT1G49490	AT1G49490.2	AT1G49490	AT1G49490.2	AT1G49490	1	-	18317259-18320210
AT1G23645	AT1G23645.1	AT1G23645	AT1G23645.1	AT1G23645	1	-	8370221-8370280,8369981-8370148,8369547-8369690,8369097-8369422
AT1G09795	AT1G09795.1	AT1G09795	AT1G09795.1	ATP-PRT2	1	+	3173534-3173884,3174454-3174513,3174620-3174733,3174997-3175062,3175141-3175248,3175351-3175434,3175753-3175854,3175942-3176055,3176130-3176210,3176305-3176424,3176595-3176910
AT1G48690	AT1G48690.1	AT1G48690	AT1G48690.1	AT1G48690	1	-	18009610-18010086,18009393-18009494,18008813-18009306
AT1G49570	AT1G49570.1	AT1G49570	AT1G49570.1	AT1G49570	1	+	18346958-18347355,18347629-18347820,18347934-18348099,18348297-18349049
AT1G68470	AT1G68470.1	AT1G68470	AT1G68470.1	AT1G68470	1	-	25677312-25678468,25676361-25676956
AT1G75580	AT1G75580.1	AT1G75580	AT1G75580.1	AT1G75580	1	+	28377377-28378310
AT1G26400	AT1G26400.1	AT1G26400	AT1G26400.1	AT1G26400	1	-	9133291-9134874
AT1G72980	AT1G72980.1	AT1G72980	AT1G72980.1	LBD7	1	-	27456043-27456949
AT1G59970	AT1G59970.1	AT1G59970	AT1G59970.1	AT1G59970	1	+	22073352-22074931
AT1G11520	AT1G11520.1	AT1G11520	AT1G11520.1	AT1G11520	1	+	3873029-3873619
AT1G30640	AT1G30640.2	AT1G30640	AT1G30640.2	AT1G30640	1	+	10860619-10861156,10861262-10861520,10861697-10861871,10862109-10862192,10862309-10862550,10862732-10862963,10863237-10863316,10863396-10863480,10863705-10863836,10863920-10864033,10864133-10864180,10864257-10864341,10864436-10864492,10864570-10865074
AT1G26440	AT1G26440.2	AT1G26440	AT1G26440.2	UPS5	1	-	9145413-9146106,9144995-9145340,9144827-9144921,9144362-9144736,9143956-9144273
AT1G51320	AT1G51320.1	AT1G51320	AT1G51320.1	AT1G51320	1	+	19025642-19026769
AT1G22070	AT1G22070.1	AT1G22070	AT1G22070.1	TGA3	1	+	7789133-7789656,7789989-7790189,7790276-7790362,7790498-7790557,7790633-7790710,7790797-7790860,7790961-7791232,7791309-7791542,7791669-7792139
AT1G26700	AT1G26700.1	AT1G26700	AT1G26700.1	MLO14	1	+	9227378-9227534,9228083-9228428,9228624-9228681,9228776-9229014,9229138-9229254,9229437-9229497,9229754-9229848,9230051-9230125,9230517-9230602,9230815-9230864,9230984-9231024,9231136-9231306,9231395-9231430,9231552-9231619,9231704-9231764,9231860-9232437
AT1G73603	AT1G73603.1	AT1G73603	AT1G73603.1	LCR64	1	+	27674288-27674420,27674700-27674976
AT1G55650	AT1G55650.1	AT1G55650	AT1G55650.1	AT1G55650	1	+	20796340-20796506,20797222-20797300,20797399-20797561,20797648-20797695,20797820-20798145,20798251-20798594
AT1G78180	AT1G78180.1	AT1G78180	AT1G78180.1	AT1G78180	1	+	29416837-29417334,29417450-29417753,29417902-29418369,29418457-29418561
AT1G55928	AT1G55928.1	AT1G55928	AT1G55928.1	AT1G55928	1	+	20917190-20918462
AT1G29880	AT1G29880.1	AT1G29880	AT1G29880.1	AT1G29880	1	-	10462293-10462967,10461662-10462044,10461460-10461577,10461157-10461351,10460828-10461052,10460639-10460698,10460486-10460566,10459985-10460390,10459457-10459894
AT1G53645	AT1G53645.1	AT1G53645	AT1G53645.1	AT1G53645	1	-	20027433-20028756,20026905-20027054,20026626-20026811,20026016-20026514
AT1G06240	AT1G06240.1	AT1G06240	AT1G06240.1	AT1G06240	1	+	1911095-1911567,1911642-1911883,1911969-1912065,1912156-1912339,1912441-1912522,1912629-1912701,1912804-1913295
AT1G72330	AT1G72330.3	AT1G72330	AT1G72330.3	ALAAT2	1	+	27233475-27233849,27234113-27234163,27234267-27234317,27234435-27234500,27234579-27234640,27234730-27234808,27234899-27235042,27235098-27235208,27235279-27235416,27235490-27235685,27235765-27235919,27236005-27236079,27236164-27236367,27236455-27236789
AT1G20840	AT1G20840.2	AT1G20840	AT1G20840.2	TMT1	1	-	7248031-7248494,7247596-7247687,7246927-7247487,7245923-7246848,7245641-7245828,7244939-7245557
AT1G45050	AT1G45050.1	AT1G45050	AT1G45050.1	ATUBC2-1	1	+	17031211-17031366,17031466-17031569,17031660-17031762,17032026-17032089,17032673-17032761,17032872-17033269
AT1G52500	AT1G52500.2	AT1G52500	AT1G52500.2	MMH-1	1	+	19559880-19560271,19560692-19560743,19560835-19560892,19560978-19561046,19561140-19561265,19561477-19561527,19561687-19561764,19562052-19562154,19562347-19562381,19562484-19563113
AT1G10430	AT1G10430.1	AT1G10430	AT1G10430.1	PP2A-2	1	-	3430185-3430636,3429714-3429828,3429486-3429594,3429329-3429406,3428953-3429144,3428478-3428878
AT1G05670	AT1G05670.3	AT1G05670	AT1G05670.3	AT1G05670	1	-	1698136-1701065,1697587-1698029
AT1G64110	AT1G64110.2	AT1G64110	AT1G64110.2	DAA1	1	-	23801503-23801799,23801035-23801260,23800401-23800522,23800237-23800325,23800105-23800143,23799917-23800010,23799734-23799782,23799522-23799613,23799368-23799438,23798783-23799282,23798612-23798699,23798398-23798514,23797738-23798306,23797468-23797606,23797316-23797384,23797106-23797222,23796698-23797000
AT1G65220	AT1G65220.1	AT1G65220	AT1G65220.1	AT1G65220	1	+	24225951-24226208,24226499-24226522,24226846-24226951,24227053-24227121,24227260-24227753,24228081-24228342,24228428-24228636,24228733-24228970
AT1G13635	AT1G13635.2	AT1G13635	AT1G13635.2	AT1G13635	1	+	4674152-4674620,4674831-4674888,4675072-4675155,4675241-4675382,4675506-4675843,4675905-4676484
AT1G54950	AT1G54950.1	AT1G54950	AT1G54950.1	AT1G54950	1	-	20491175-20491291,20490563-20490717,20490293-20490454,20488088-20488352
AT1G55730	AT1G55730.2	AT1G55730	AT1G55730.2	CAX5	1	-	20834326-20834628,20833897-20834003,20833563-20833808,20833408-20833475,20833285-20833313,20832997-20833193,20832682-20832894,20832279-20832413,20831997-20832113,20831865-20831918,20831668-20831784,20831483-20831576,20831031-20831397
AT1G07310	AT1G07310.1	AT1G07310	AT1G07310.1	AT1G07310	1	-	2247112-2248961
AT1G77230	AT1G77230.1	AT1G77230	AT1G77230.1	AT1G77230	1	+	29016120-29016389,29017145-29017283,29017392-29017423,29017549-29017635,29017736-29019768
AT1G52400	AT1G52400.1	AT1G52400	AT1G52400.1	BGLU18	1	+	19514989-19515423,19515526-19515595,19515677-19515732,19515829-19515904,19516055-19516132,19516225-19516577,19516661-19516770,19516854-19517068,19517169-19517203,19517334-19517436,19517531-19517642,19517726-19518216
AT1G16430	AT1G16430.1	AT1G16430	AT1G16430.1	AT1G16430	1	+	5614593-5614787,5614877-5614942,5615167-5615660
AT1G27752	AT1G27752.1	AT1G27752	AT1G27752.1	AT1G27752	1	+	9662021-9662673,9662797-9662956,9663088-9663149,9663959-9664053,9664240-9664353,9664555-9664620,9665115-9665212,9665474-9665886,9666129-9667550
AT1G14880	AT1G14880.1	AT1G14880	AT1G14880.1	PCR1	1	-	5133579-5133860,5133302-5133373,5132989-5133201,5132506-5132876
AT1G11190	AT1G11190.1	AT1G11190	AT1G11190.1	BFN1	1	-	3752571-3752780,3752115-3752295,3751898-3752005,3751720-3751775,3751534-3751617,3751354-3751449,3751219-3751283,3750667-3750740,3750066-3750465
AT1G43100	AT1G43100.1	AT1G43100	AT1G43100.1	AT1G43100	1	-	16222330-16222473,16221703-16222014,16220965-16221489,16220519-16220872
AT1G26650	AT1G26650.1	AT1G26650	AT1G26650.1	AT1G26650	1	+	9210051-9211588
AT1G54420	AT1G54420.1	AT1G54420	AT1G54420.1	AT1G54420	1	+	20311619-20311638,20312076-20312418
AT1G34640	AT1G34640.1	AT1G34640	AT1G34640.1	AT1G34640	1	-	12688186-12688543,12687552-12687796
AT1G50310	AT1G50310.1	AT1G50310	AT1G50310.1	STP9	1	+	18635955-18636122,18636234-18636556,18636899-18637528,18637649-18638449
AT1G49430	AT1G49430.1	AT1G49430	AT1G49430.1	LACS2	1	+	18290942-18291342,18291500-18291563,18291683-18291772,18291885-18291941,18292087-18292135,18292266-18292342,18292462-18292501,18292594-18292688,18292822-18292989,18293074-18293184,18293273-18293360,18293451-18293517,18293601-18293676,18293839-18293956,18294037-18294285,18294683-18294822,18294919-18295104,18295191-18295310,18295594-18295905
AT1G74240	AT1G74240.1	AT1G74240	AT1G74240.1	AT1G74240	1	+	27917249-27917530,27917793-27917908,27918036-27918093,27918286-27918435,27918923-27919133,27919241-27919286,27919381-27919492,27919575-27919647,27919753-27920190
AT1G01760	AT1G01760.3	AT1G01760	AT1G01760.3	AT1G01760	1	-	278316-278599,277947-278252,277717-277863,277493-277606,277232-277401,277077-277153,276870-276989,276706-276793,276412-276519
AT1G61160	AT1G61160.1	AT1G61160	AT1G61160.1	AT1G61160	1	-	22546192-22546230,22544998-22545553,22544868-22544904
AT1G47480	AT1G47480.1	AT1G47480	AT1G47480.1	AT1G47480	1	+	17417492-17417963,17418693-17419442
AT1G65820	AT1G65820.3	AT1G65820	AT1G65820.3	AT1G65820	1	+	24485101-24485328,24485709-24485784,24485872-24486044,24486303-24486415,24486512-24486542,24486607-24486892
AT1G22900	AT1G22900.1	AT1G22900	AT1G22900.1	AT1G22900	1	-	8103612-8104605
AT1G76820	AT1G76820.1	AT1G76820	AT1G76820.1		1	+	28837573-28837670,28837760-28839349,28839429-28839976,28840064-28840171,28840265-28840365,28840461-28840551,28840638-28840748,28840838-28840903,28841030-28841089,28841192-28841749,28841841-28841960,28842069-28842185,28842278-28842566
AT1G52080	AT1G52080.1	AT1G52080	AT1G52080.1	AR791	1	+	19369089-19369440,19369704-19369944,19370042-19370079,19370266-19371030,19371101-19372121
AT1G35180	AT1G35180.1	AT1G35180	AT1G35180.1	AT1G35180	1	-	12878276-12878835,12878022-12878141,12877579-12877674,12877107-12877340
AT1G30070	AT1G30070.2	AT1G30070	AT1G30070.2	AT1G30070	1	-	10547962-10548140,10547495-10547650,10547141-10547380,10546991-10547071,10546594-10546895
AT1G35210	AT1G35210.1	AT1G35210	AT1G35210.1	AT1G35210	1	-	12896582-12897675
AT1G10410	AT1G10410.1	AT1G10410	AT1G10410.1	AT1G10410	1	-	3419078-3419691,3418652-3418732,3418216-3418557,3417993-3418128,3417737-3417899,3417520-3417648,3417238-3417432,3417026-3417148,3416430-3416943
AT1G73740	AT1G73740.1	AT1G73740	AT1G73740.1	AT1G73740	1	+	27734024-27735385,27735471-27735579,27735677-27735812,27735893-27736363
AT1G53350	AT1G53350.1	AT1G53350	AT1G53350.1	AT1G53350	1	+	19903777-19904769,19904911-19905057,19905210-19907068
AT1G34110	AT1G34110.1	AT1G34110	AT1G34110.1	AT1G34110	1	-	12418405-12421792,12417176-12417707
AT1G17240	AT1G17240.2	AT1G17240	AT1G17240.2	RLP2	1	-	5896385-5898931
AT1G61730	AT1G61730.1	AT1G61730	AT1G61730.1	AT1G61730	1	-	22793170-22794714
AT1G29260	AT1G29260.1	AT1G29260	AT1G29260.1	PEX7	1	+	10224815-10226322
AT1G33890	AT1G33890.1	AT1G33890	AT1G33890.1	AT1G33890	1	-	12309800-12309914,12309473-12309693,12309066-12309343,12308805-12308969,12308581-12308712,12308136-12308499
AT1G08040	AT1G08040.1	AT1G08040	AT1G08040.1	AT1G08040	1	-	2498484-2498764,2497954-2497998,2497754-2497865,2497562-2497672,2497329-2497433,2497132-2497215,2496930-2497045,2496724-2496825,2496539-2496652,2496399-2496455,2496230-2496296,2496007-2496060,2495821-2495895,2495694-2495729,2495309-2495602
AT1G63522	AT1G63522.1	AT1G63522	AT1G63522.1	AT1G63522	1	-	23562542-23562659,23562201-23562451
AT1G08810	AT1G08810.1	AT1G08810	AT1G08810.1	MYB60	1	-	2820197-2820478,2819970-2820099,2819065-2819858
AT1G09210	AT1G09210.1	AT1G09210	AT1G09210.1	CRT1b	1	-	2976562-2977002,2975849-2975956,2975562-2975754,2975206-2975464,2974928-2975032,2974755-2974841,2974615-2974672,2974040-2974107,2973859-2973954,2973718-2973765,2973527-2973556,2973326-2973442,2972638-2973228
AT1G70080	AT1G70080.1	AT1G70080	AT1G70080.1	AT1G70080	1	-	26397302-26397603,26396923-26397202,26396367-26396751,26396065-26396286,26395691-26395829,26395155-26395403,26394492-26394965
AT1G10522	AT1G10522.1	AT1G10522	AT1G10522.1	PRIN2	1	+	3469512-3469837,3469968-3470263,3470340-3470435,3471103-3471488
AT1G04570	AT1G04570.1	AT1G04570	AT1G04570.1	AT1G04570	1	-	1248117-1248876,1246601-1248003
AT1G01830	AT1G01830.2	AT1G01830	AT1G01830.2	AT1G01830	1	-	302054-302310,301488-301544,300752-300826,300603-300665,298451-300515
AT1G12340	AT1G12340.1	AT1G12340	AT1G12340.1	AT1G12340	1	+	4197396-4197443,4197518-4197699,4197779-4197901,4197996-4198310
AT1G67590	AT1G67590.1	AT1G67590	AT1G67590.1	AT1G67590	1	-	25333733-25335025,25333558-25333639,25333058-25333358
AT1G69080	AT1G69080.1	AT1G69080	AT1G69080.1	AT1G69080	1	-	25972982-25973505,25972778-25972893,25971926-25972425
AT1G31400	AT1G31400.1	AT1G31400	AT1G31400.1	AT1G31400	1	-	11246375-11246561,11246110-11246276,11245708-11245925,11245225-11245569
AT1G74385	AT1G74385.1	AT1G74385	AT1G74385.1	AT1G74385	1	-	27960725-27960970
AT1G73300	AT1G73300.1	AT1G73300	AT1G73300.1	scpl2	1	-	27561900-27562048,27561663-27561808,27561478-27561554,27561270-27561392,27561078-27561180,27560854-27560993,27560684-27560770,27560517-27560585,27560358-27560429,27560160-27560278,27559975-27560088,27559848-27559893,27559483-27559753
AT1G05760	AT1G05760.2	AT1G05760	AT1G05760.2	RTM1	1	-	1724234-1724534,1723734-1724114
